task_id,query_id,event_idx,x,y,scrolly,timestamp,duration,event
1,0,1107,303,769,1.000000,1576568638133,172,Fixation
1,0,1107,309,787,1.000000,1576568638160,172,Fixation
1,0,1107,291,806,1.000000,1576568638185,172,Fixation
1,0,1107,308,784,1.000000,1576568638212,172,Fixation
1,0,1107,297,800,1.000000,1576568638237,172,Fixation
1,0,1851,312,719,1.000000,1576568638268,160,Saccade
1,0,1851,299,790,1.000000,1576568638321,160,Saccade
1,0,1851,410,676,1.000000,1576568638346,160,Saccade
1,0,1851,307,813,1.000000,1576568638375,160,Saccade
1,0,1851,309,761,1.000000,1576568638400,160,Saccade
1,0,1852,288,815,1.000000,1576568638476,26,Saccade
1,0,1853,323,739,1.000000,1576568638527,26,Saccade
1,0,1854,282,815,1.000000,1576568638581,63,Saccade
1,0,1854,252,801,1.000000,1576568638611,63,Saccade
1,0,1108,284,796,1.000000,1576568638675,316,Fixation
1,0,1108,291,813,1.000000,1576568638702,316,Fixation
1,0,1108,290,814,1.000000,1576568638748,316,Fixation
1,0,1108,285,810,1.000000,1576568638810,316,Fixation
1,0,1108,305,797,1.000000,1576568638853,316,Fixation
1,0,1108,294,796,1.000000,1576568638926,316,Fixation
1,0,1855,247,372,1.000000,1576568639317,46,Saccade
1,0,1109,254,346,1.000000,1576568639367,153,Fixation
1,0,1109,254,346,1.000000,1576568639418,153,Fixation
1,0,1109,254,346,1.000000,1576568639468,153,Fixation
1,0,1856,447,309,1.000000,1576568639522,57,Saccade
1,0,1857,453,313,1.000000,1576568639637,60,Saccade
1,0,1110,439,270,1.000000,1576568639702,66,Fixation
1,0,1858,320,252,1.000000,1576568639768,254,Saccade
1,0,1858,365,240,1.000000,1576568639815,254,Saccade
1,0,1858,283,262,1.000000,1576568639886,254,Saccade
1,0,1858,444,296,1.000000,1576568639960,254,Saccade
1,0,1859,179,303,1.000000,1576568640198,104,Saccade
1,0,1859,213,242,1.000000,1576568640244,104,Saccade
1,0,1860,188,295,1.000000,1576568640348,46,Saccade
1,0,1861,203,394,1.000000,1576568640439,46,Saccade
1,0,1111,163,380,1.000000,1576568640486,275,Fixation
1,0,1111,163,380,1.000000,1576568640536,275,Fixation
1,0,1111,163,380,1.000000,1576568640576,275,Fixation
1,0,1111,163,380,1.000000,1576568640637,275,Fixation
1,0,1111,163,380,1.000000,1576568640678,275,Fixation
1,0,1111,163,380,1.000000,1576568640717,275,Fixation
1,0,1862,362,445,1.000000,1576568640758,92,Saccade
1,0,1862,508,466,1.000000,1576568640805,92,Saccade
1,0,1112,501,440,1.000000,1576568640853,84,Fixation
1,0,1112,501,440,1.000000,1576568640893,84,Fixation
1,0,1863,507,321,1.000000,1576568640933,407,Saccade
1,0,1863,545,477,1.000000,1576568640983,407,Saccade
1,0,1863,486,432,1.000000,1576568641018,407,Saccade
1,0,1863,416,308,1.000000,1576568641050,407,Saccade
1,0,1863,50,195,1.000000,1576568641089,407,Saccade
1,0,1863,85,343,1.000000,1576568641166,407,Saccade
1,0,1863,698,37,1.000000,1576568641275,407,Saccade
1,0,1998,363,301,1.000000,1576568677302,384,Saccade
1,0,1998,382,251,1.000000,1576568677345,384,Saccade
1,0,1202,397,257,1.000000,1576568677390,282,Fixation
1,0,1202,397,257,1.000000,1576568677457,282,Fixation
1,0,1202,397,257,1.000000,1576568677500,282,Fixation
1,0,1202,397,257,1.000000,1576568677542,282,Fixation
1,0,1202,397,257,1.000000,1576568677585,282,Fixation
1,0,1202,397,257,1.000000,1576568677628,282,Fixation
1,0,1999,311,266,1.000000,1576568677671,90,Saccade
1,0,1999,258,340,1.000000,1576568677717,90,Saccade
1,0,1203,250,326,1.000000,1576568677763,223,Fixation
1,0,1203,250,326,1.000000,1576568677809,223,Fixation
1,0,1203,250,326,1.000000,1576568677853,223,Fixation
1,0,1203,250,326,1.000000,1576568677897,223,Fixation
1,0,1203,250,326,1.000000,1576568677941,223,Fixation
1,0,2000,237,507,1.000000,1576568677984,130,Saccade
1,0,2000,200,470,1.000000,1576568678027,130,Saccade
1,0,2000,250,473,1.000000,1576568678071,130,Saccade
1,0,2001,175,500,1.000000,1576568678157,43,Saccade
1,0,2002,141,460,1.000000,1576568678243,85,Saccade
1,0,2002,194,491,1.000000,1576568678285,85,Saccade
1,0,1204,182,483,1.000000,1576568678328,212,Fixation
1,0,1204,182,483,1.000000,1576568678371,212,Fixation
1,0,1204,182,483,1.000000,1576568678413,212,Fixation
1,0,1204,182,483,1.000000,1576568678455,212,Fixation
1,0,1204,182,483,1.000000,1576568678498,212,Fixation
1,0,2003,265,522,1.000000,1576568678540,42,Saccade
1,0,1205,260,514,1.000000,1576568678581,205,Fixation
1,0,1205,260,514,1.000000,1576568678623,205,Fixation
1,0,1205,260,514,1.000000,1576568678664,205,Fixation
1,0,1205,260,514,1.000000,1576568678705,205,Fixation
1,0,1205,260,514,1.000000,1576568678745,205,Fixation
1,0,2004,250,446,1.000000,1576568678787,82,Saccade
1,0,2004,271,483,1.000000,1576568678827,82,Saccade
1,0,1206,267,428,1.000000,1576568678869,510,Fixation
1,0,1206,267,428,1.000000,1576568678912,510,Fixation
1,0,1206,267,428,1.000000,1576568678957,510,Fixation
1,0,1206,267,428,1.000000,1576568679002,510,Fixation
1,0,1206,267,428,99.000000,1576568679196,361,Fixation
1,0,1206,267,428,99.000000,1576568679196,402,Fixation
1,0,1206,267,428,99.000000,1576568679196,443,Fixation
1,0,1206,267,428,99.000000,1576568679196,484,Fixation
1,0,1206,267,428,101.000000,1576568679546,175,Fixation
1,0,1206,267,428,101.000000,1576568679546,216,Fixation
1,0,1206,267,428,101.000000,1576568679546,259,Fixation
1,0,1206,267,428,101.000000,1576568679546,303,Fixation
1,0,2005,292,384,101.000000,1576568679546,0,Saccade
1,0,1207,313,412,101.000000,1576568679546,0,Fixation
1,0,1207,313,412,101.000000,1576568679546,0,Fixation
1,0,2006,310,355,101.000000,1576568679546,0,Saccade
1,0,1208,301,392,101.000000,1576568679546,239,Fixation
1,0,1208,301,392,123.000000,1576568679596,231,Fixation
1,0,1208,301,392,194.000000,1576568679696,172,Fixation
1,0,1208,301,392,194.000000,1576568679696,216,Fixation
1,0,1208,301,392,201.000000,1576568682945,0,Fixation
1,0,1208,301,392,201.000000,1576568682945,0,Fixation
1,0,2007,305,328,201.000000,1576568682945,0,Saccade
1,0,2007,315,289,201.000000,1576568682945,0,Saccade
1,0,1209,289,265,201.000000,1576568682945,0,Fixation
1,0,1209,289,265,201.000000,1576568682945,0,Fixation
1,0,1209,289,265,201.000000,1576568682945,0,Fixation
1,0,1209,289,265,201.000000,1576568682945,0,Fixation
1,0,2008,277,324,201.000000,1576568682945,0,Saccade
1,0,1210,310,311,201.000000,1576568682945,0,Fixation
1,0,1210,310,311,201.000000,1576568682945,0,Fixation
1,0,1210,310,311,201.000000,1576568682945,0,Fixation
1,0,2009,331,348,201.000000,1576568682945,0,Saccade
1,0,2009,380,366,201.000000,1576568682945,0,Saccade
1,0,1211,373,332,201.000000,1576568682945,0,Fixation
1,0,1211,373,332,201.000000,1576568682945,0,Fixation
1,0,1211,373,332,201.000000,1576568682945,0,Fixation
1,0,1211,373,332,201.000000,1576568682945,0,Fixation
1,0,1211,373,332,201.000000,1576568682945,0,Fixation
1,0,1211,373,332,201.000000,1576568682945,0,Fixation
1,0,1211,373,332,201.000000,1576568682945,0,Fixation
1,0,2010,539,407,201.000000,1576568682945,0,Saccade
1,0,1212,549,398,201.000000,1576568682945,0,Fixation
1,0,1212,549,398,201.000000,1576568682945,0,Fixation
1,0,1212,549,398,201.000000,1576568682945,0,Fixation
1,0,2011,556,375,201.000000,1576568682945,0,Saccade
1,0,2012,673,363,201.000000,1576568682945,0,Saccade
1,0,1213,664,378,201.000000,1576568682945,0,Fixation
1,0,1213,664,378,201.000000,1576568682945,0,Fixation
1,0,1213,664,378,201.000000,1576568682945,0,Fixation
1,0,2013,336,365,201.000000,1576568682945,0,Saccade
1,0,1214,354,371,201.000000,1576568682945,0,Fixation
1,0,1214,354,371,201.000000,1576568682945,0,Fixation
1,0,1214,354,371,201.000000,1576568682945,0,Fixation
1,0,1214,354,371,201.000000,1576568682945,0,Fixation
1,0,2014,291,349,201.000000,1576568682945,0,Saccade
1,0,2014,200,357,201.000000,1576568682945,0,Saccade
1,0,2014,217,397,201.000000,1576568682945,0,Saccade
1,0,2014,293,338,201.000000,1576568682945,0,Saccade
1,0,2014,304,383,201.000000,1576568682945,0,Saccade
1,0,2014,232,261,201.000000,1576568682945,0,Saccade
1,0,1215,233,267,201.000000,1576568682945,0,Fixation
1,0,1215,233,267,201.000000,1576568682945,0,Fixation
1,0,1215,233,267,201.000000,1576568682945,0,Fixation
1,0,1215,233,267,201.000000,1576568682945,0,Fixation
1,0,2015,185,269,201.000000,1576568682945,0,Saccade
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,1216,213,263,201.000000,1576568682945,0,Fixation
1,0,2016,201,295,201.000000,1576568682945,0,Saccade
1,0,2016,217,511,201.000000,1576568682945,0,Saccade
1,0,2016,190,463,201.000000,1576568682945,0,Saccade
1,0,1217,200,479,201.000000,1576568682945,0,Fixation
1,0,1217,200,479,201.000000,1576568682945,0,Fixation
1,0,1217,200,479,201.000000,1576568682945,0,Fixation
1,0,2017,209,387,201.000000,1576568682945,0,Saccade
1,0,2017,223,462,201.000000,1576568682945,0,Saccade
1,0,1218,208,469,201.000000,1576568682945,0,Fixation
1,0,1218,208,469,201.000000,1576568682945,0,Fixation
1,0,2018,217,683,201.000000,1576568682945,0,Saccade
1,0,2019,59,677,201.000000,1576568682945,24,Saccade
1,0,1219,75,671,224.000000,1576568682994,139,Fixation
1,0,1219,75,671,396.000000,1576568683144,29,Fixation
1,0,1219,75,671,396.000000,1576568683144,69,Fixation
1,0,1219,75,671,396.000000,1576568683144,108,Fixation
1,0,2020,105,609,396.000000,1576568683144,23,Saccade
1,0,2021,126,580,401.000000,1576568683257,68,Saccade
1,0,2021,78,540,401.000000,1576568683257,108,Saccade
1,0,2021,115,515,539.000000,1576568683411,0,Saccade
1,0,1220,101,488,539.000000,1576568683411,0,Fixation
1,0,1220,101,488,539.000000,1576568683411,33,Fixation
1,0,2022,87,225,539.000000,1576568683411,120,Saccade
1,0,2022,218,302,672.000000,1576568683512,69,Saccade
1,0,2022,207,409,672.000000,1576568683512,107,Saccade
1,0,2023,178,320,701.000000,1576568684329,0,Saccade
1,0,2023,233,353,701.000000,1576568684329,0,Saccade
1,0,2023,243,146,701.000000,1576568684329,0,Saccade
1,0,1221,229,147,701.000000,1576568684329,0,Fixation
1,0,1221,229,147,701.000000,1576568684329,0,Fixation
1,0,1221,229,147,701.000000,1576568684329,0,Fixation
1,0,2024,368,120,701.000000,1576568684329,0,Saccade
1,0,1222,350,138,701.000000,1576568684329,0,Fixation
1,0,1222,350,138,701.000000,1576568684329,0,Fixation
1,0,1222,350,138,701.000000,1576568684329,0,Fixation
1,0,1222,350,138,701.000000,1576568684329,0,Fixation
1,0,2025,233,237,701.000000,1576568684329,0,Saccade
1,0,2025,217,431,701.000000,1576568684329,0,Saccade
1,0,1223,233,427,701.000000,1576568684329,0,Fixation
1,0,1223,233,427,701.000000,1576568684329,12,Fixation
