task_id,query_id,event_idx,x,y,scrolly,timestamp,duration,event
1,0,11497,501,194,1.000000,1576670917455,320,Saccade
1,0,11497,547,107,1.000000,1576670917482,320,Saccade
1,0,9489,550,98,1.000000,1576670917521,69,Fixation
1,0,9489,550,98,1.000000,1576670917552,69,Fixation
1,0,11498,500,281,1.000000,1576670917589,38,Saccade
1,0,9490,491,286,1.000000,1576670917627,195,Fixation
1,0,9490,491,286,1.000000,1576670917667,195,Fixation
1,0,9490,491,286,1.000000,1576670917705,195,Fixation
1,0,9490,491,286,1.000000,1576670917743,195,Fixation
1,0,9490,491,286,1.000000,1576670917784,195,Fixation
1,0,11499,451,273,1.000000,1576670917822,39,Saccade
1,0,11500,311,293,1.000000,1576670917902,81,Saccade
1,0,11500,240,287,1.000000,1576670917943,81,Saccade
1,0,9491,236,294,1.000000,1576670917984,128,Fixation
1,0,9491,236,294,1.000000,1576670918028,128,Fixation
1,0,9491,236,294,1.000000,1576670918070,128,Fixation
1,0,11501,288,294,1.000000,1576670918112,42,Saccade
1,0,9492,288,296,1.000000,1576670918154,125,Fixation
1,0,9492,288,296,1.000000,1576670918196,125,Fixation
1,0,9492,288,296,1.000000,1576670918238,125,Fixation
1,0,11502,328,309,1.000000,1576670918279,41,Saccade
1,0,9493,330,297,1.000000,1576670918320,163,Fixation
1,0,9493,330,297,1.000000,1576670918361,163,Fixation
1,0,9493,330,297,1.000000,1576670918402,163,Fixation
1,0,9493,330,297,1.000000,1576670918442,163,Fixation
1,0,11503,148,309,1.000000,1576670918482,40,Saccade
1,0,9494,159,303,1.000000,1576670918523,121,Fixation
1,0,9494,159,303,1.000000,1576670918563,121,Fixation
1,0,9494,159,303,1.000000,1576670918604,121,Fixation
1,0,11504,114,274,1.000000,1576670918644,40,Saccade
1,0,9495,137,275,1.000000,1576670918684,81,Fixation
1,0,9495,137,275,1.000000,1576670918725,81,Fixation
1,0,11505,75,469,1.000000,1576670918766,215,Saccade
1,0,11505,59,613,1.000000,1576670918864,215,Saccade
1,0,11505,184,278,1.000000,1576670918945,215,Saccade
1,0,9496,184,269,1.000000,1576670918975,157,Fixation
1,0,9496,184,269,1.000000,1576670919012,157,Fixation
1,0,9496,184,269,1.000000,1576670919054,157,Fixation
1,0,9496,184,269,1.000000,1576670919096,157,Fixation
1,0,11506,165,315,1.000000,1576670919139,84,Saccade
1,0,11506,204,476,1.000000,1576670919179,84,Saccade
1,0,9497,188,479,1.000000,1576670919223,169,Fixation
1,0,9497,188,479,1.000000,1576670919265,169,Fixation
1,0,9497,188,479,1.000000,1576670919307,169,Fixation
1,0,9497,188,479,1.000000,1576670919349,169,Fixation
1,0,11507,190,334,1.000000,1576670919392,85,Saccade
1,0,11507,177,269,1.000000,1576670919435,85,Saccade
1,0,9498,187,273,1.000000,1576670919476,588,Fixation
1,0,9498,187,273,1.000000,1576670919522,588,Fixation
1,0,9498,187,273,1.000000,1576670919567,588,Fixation
1,0,9498,187,273,1.000000,1576670919609,588,Fixation
1,0,9498,187,273,1.000000,1576670919651,588,Fixation
1,0,9498,187,273,1.000000,1576670919695,588,Fixation
1,0,9498,187,273,1.000000,1576670919736,588,Fixation
1,0,9498,187,273,1.000000,1576670919777,588,Fixation
1,0,9498,187,273,1.000000,1576670919817,588,Fixation
1,0,9498,187,273,1.000000,1576670919859,588,Fixation
1,0,9498,187,273,1.000000,1576670919899,588,Fixation
1,0,9498,187,273,1.000000,1576670919942,588,Fixation
1,0,9498,187,273,1.000000,1576670919947,588,Fixation
1,0,9498,187,273,1.000000,1576670919983,588,Fixation
1,0,9498,187,273,1.000000,1576670920023,588,Fixation
1,0,11508,174,334,1.000000,1576670920065,41,Saccade
1,0,9499,197,325,1.000000,1576670920105,250,Fixation
1,0,9522,578,351,1.000000,1576670928118,250,Fixation
1,0,9522,578,351,1.000000,1576670928160,250,Fixation
1,0,9522,578,351,1.000000,1576670928206,250,Fixation
1,0,9522,578,351,1.000000,1576670928256,250,Fixation
1,0,11534,258,376,1.000000,1576670928304,48,Saccade
1,0,9523,240,385,1.000000,1576670928353,99,Fixation
1,0,9523,240,385,1.000000,1576670928403,99,Fixation
1,0,11535,178,411,1.000000,1576670928453,99,Saccade
1,0,11535,160,495,1.000000,1576670928502,99,Saccade
1,0,9524,122,485,1.000000,1576670928551,142,Fixation
1,0,9524,122,485,1.000000,1576670928599,142,Fixation
1,0,9524,122,485,1.000000,1576670928647,142,Fixation
1,0,11536,177,461,1.000000,1576670928690,43,Saccade
1,0,9525,168,455,1.000000,1576670928734,218,Fixation
1,0,9525,168,455,99.000000,1576670928933,65,Fixation
