task_id,query_id,event_idx,x,y,scrolly,timestamp,duration,event
1,0,4155,160,125,1.000000,1577425786452,348,Fixation
1,0,4155,160,125,1.000000,1577425786478,348,Fixation
1,0,4155,160,125,1.000000,1577425786515,348,Fixation
1,0,4155,160,125,1.000000,1577425786552,348,Fixation
1,0,4155,160,125,1.000000,1577425786589,348,Fixation
1,0,4155,160,125,1.000000,1577425786627,348,Fixation
1,0,4155,160,125,1.000000,1577425786661,348,Fixation
1,0,6185,143,130,1.000000,1577425786687,321,Saccade
1,0,6185,196,125,1.000000,1577425786722,321,Saccade
1,0,6185,110,118,1.000000,1577425786762,321,Saccade
1,0,6185,136,121,1.000000,1577425786798,321,Saccade
1,0,6185,80,272,1.000000,1577425786833,321,Saccade
1,0,6185,106,338,1.000000,1577425786925,321,Saccade
1,0,6185,237,143,1.000000,1577425786964,321,Saccade
1,0,4156,252,315,1.000000,1577425787279,240,Fixation
1,0,4156,252,315,1.000000,1577425787318,240,Fixation
1,0,4156,252,315,1.000000,1577425787346,240,Fixation
1,0,4156,252,315,1.000000,1577425787394,240,Fixation
1,0,4156,252,315,1.000000,1577425787433,240,Fixation
1,0,4156,252,315,1.000000,1577425787480,240,Fixation
1,0,6186,256,358,1.000000,1577425787522,81,Saccade
1,0,6186,200,317,1.000000,1577425787562,81,Saccade
1,0,6187,218,284,1.000000,1577425787646,126,Saccade
1,0,6187,203,352,1.000000,1577425787688,126,Saccade
1,0,6187,232,327,1.000000,1577425787730,126,Saccade
1,0,4157,222,337,1.000000,1577425787772,174,Fixation
1,0,4157,222,337,1.000000,1577425787820,174,Fixation
1,0,4157,222,337,1.000000,1577425787862,174,Fixation
1,0,4157,222,337,1.000000,1577425787904,174,Fixation
1,0,6188,303,382,1.000000,1577425787946,42,Saccade
1,0,4158,303,379,1.000000,1577425787988,199,Fixation
1,0,4158,303,379,1.000000,1577425788028,199,Fixation
1,0,4158,303,379,1.000000,1577425788069,199,Fixation
1,0,4158,303,379,1.000000,1577425788108,199,Fixation
1,0,4158,303,379,1.000000,1577425788147,199,Fixation
1,0,6189,257,370,1.000000,1577425788186,79,Saccade
1,0,6189,296,386,1.000000,1577425788225,79,Saccade
1,0,6190,288,415,1.000000,1577425788303,118,Saccade
1,0,6190,255,600,1.000000,1577425788343,118,Saccade
1,0,6190,261,560,1.000000,1577425788383,118,Saccade
1,0,4159,604,351,1.000000,1577425791655,255,Fixation
1,0,4159,604,351,1.000000,1577425791690,255,Fixation
1,0,4159,604,351,1.000000,1577425791716,255,Fixation
1,0,4159,604,351,1.000000,1577425791760,255,Fixation
1,0,4159,604,351,1.000000,1577425791790,255,Fixation
1,0,4159,604,351,1.000000,1577425791829,255,Fixation
1,0,4159,604,351,1.000000,1577425791870,255,Fixation
1,0,6191,621,319,1.000000,1577425791898,30,Saccade
1,0,6192,601,331,1.000000,1577425791960,36,Saccade
1,0,4160,606,339,1.000000,1577425792001,101,Fixation
1,0,4160,606,339,1.000000,1577425792032,101,Fixation
1,0,4160,606,339,1.000000,1577425792061,101,Fixation
1,0,6193,671,348,1.000000,1577425792102,40,Saccade
1,0,4161,658,328,1.000000,1577425792142,114,Fixation
1,0,4161,658,328,1.000000,1577425792182,114,Fixation
1,0,4161,658,328,1.000000,1577425792221,114,Fixation
1,0,6194,646,355,1.000000,1577425792251,35,Saccade
1,0,6195,591,292,1.000000,1577425792321,128,Saccade
1,0,6195,331,348,1.000000,1577425792384,128,Saccade
1,0,6195,357,341,1.000000,1577425792417,128,Saccade
1,0,6196,380,304,1.000000,1577425792483,33,Saccade
1,0,4162,203,453,1.000000,1577425792817,105,Fixation
1,0,4163,251,418,95.000000,1577425793027,185,Fixation
1,0,4163,251,418,95.000000,1577425793108,185,Fixation
1,0,4163,251,418,95.000000,1577425793142,185,Fixation
1,0,4163,251,418,95.000000,1577425793176,185,Fixation
1,0,6197,236,397,95.000000,1577425793213,174,Saccade
