task_id,query_id,result_type,item_id,timestamp,duration
1,0,left,1,1576290372273,138
1,0,up,1,1576290372446,140
1,0,left,1,1576290372622,1591
1,0,up,1,1576290469044,69
1,0,left,3,1576290469285,429
2,0,left,1,1576291094252,935
2,0,left,2,1576291095851,601
2,0,left,1,1576291096618,1257
2,0,up,1,1576291097912,619
2,0,left,1,1576291098567,2587
3,0,left,1,1576290863731,675
3,0,left,2,1576290865118,2263
3,0,left,1,1576290869513,581
3,0,left,3,1576290871968,200
4,0,up,1,1576289652336,110
4,0,left,1,1576289652519,1130
4,0,up,1,1576289654017,497
4,0,left,1,1576289654549,4481
4,0,left,2,1576289659715,1033
4,0,up,1,1576289660925,106
4,0,left,1,1576289661533,620
5,0,left,1,1576290173592,5432
5,0,left,2,1576290217042,145
5,0,left,3,1576290217261,243
5,0,left,2,1576290217789,227
5,0,left,3,1576290218772,2678
5,0,left,2,1576290222209,255
6,0,left,1,1576288475625,705
6,0,left,2,1576288476569,587
6,0,up,1,1576288477267,2687
6,0,left,1,1576288489330,151
6,0,up,1,1576288489519,1558
6,0,left,1,1576288534735,233
7,0,up,1,1576288334344,109
7,0,left,1,1576288334490,675
7,0,left,2,1576288335636,1624
7,0,left,3,1576288337622,1150
7,0,left,4,1576288338929,161
7,0,left,5,1576288340099,126
7,0,left,1,1576288340261,217
7,0,up,1,1576288340506,68
7,0,left,6,1576288342275,357
8,0,left,1,1576289162655,1210
8,0,up,1,1576289164226,597
8,0,left,1,1576289165467,3447
8,0,left,2,1576289170197,722
8,0,left,3,1576289171643,737
8,0,left,2,1576289172662,1169
8,0,left,3,1576289243233,1053
8,0,left,4,1576289245231,218
8,0,left,3,1576289245869,116
8,0,left,2,1576289246868,100
8,0,left,1,1576289247191,5468
9,0,up,1,1576289931773,175
9,0,left,1,1576289932575,972
9,0,up,1,1576289933865,1529
9,0,left,2,1576289936239,1187
9,0,right,1,1576289942722,1010
9,0,left,1,1576289944110,431
9,0,up,1,1576289944618,353
9,0,left,4,1576289946235,649
9,0,left,5,1576289947929,653
9,0,left,7,1576289950746,971
9,0,left,6,1576289952730,365
9,0,left,7,1576289953265,378
9,0,left,8,1576289953717,734
9,0,left,7,1576289955772,1232
9,0,left,6,1576290031717,155
9,0,left,8,1576290032435,226
9,0,left,9,1576290032736,1209
10,0,left,1,1576288665138,4873
10,0,up,1,1576288692045,1619
10,0,left,1,1576288694569,491
10,0,left,2,1576288695282,410
10,0,left,3,1576288697143,224
11,0,left,1,1576291358748,1900
12,0,left,1,1576290660620,2751
12,0,left,2,1576290663638,483
12,0,left,3,1576290665338,596
12,0,left,2,1576290666247,3096
12,0,left,3,1576290670742,308
12,0,left,4,1576290671437,357
12,0,left,7,1576290674436,104
12,0,left,10,1576290676775,2483
12,0,left,9,1576290680429,99
12,0,left,11,1576290680672,1212
12,0,left,10,1576290682095,829
12,0,left,8,1576290700883,86
12,0,left,10,1576290701312,387
12,0,left,11,1576290703142,895
12,0,left,12,1576290704109,249
12,0,left,11,1576290704431,503
12,0,left,10,1576290705304,730
12,0,left,11,1576290706179,147
12,0,left,12,1576290706571,503
12,0,left,8,1576290709458,26
12,0,up,1,1576290712234,453
12,0,left,1,1576290712792,769
12,0,up,1,1576290713672,485
12,0,left,1,1576290714365,2096
12,0,left,2,1576290717300,2633
12,0,left,4,1576290722680,372
13,0,left,1,1576290575463,2010
14,0,left,1,1576289498713,2346
14,0,left,2,1576289501029,656
14,0,left,3,1576289502098,1477
14,0,left,1,1576289504114,4106
14,0,up,1,1576289544504,265
14,0,left,3,1576289544807,703
14,0,left,4,1576289552084,79
14,0,left,3,1576289557227,37
14,0,left,2,1576289557388,739
14,0,left,3,1576289560091,97
14,0,left,4,1576289560486,197
14,0,left,5,1576289560979,1
14,0,left,7,1576289561986,159
14,0,left,6,1576289562323,290
14,0,left,7,1576289562650,615
15,0,left,1,1576291452249,658
15,0,left,3,1576291453700,1059
15,0,left,1,1576291454859,1333
15,0,up,1,1576291456480,666
15,0,left,6,1576291469220,366
16,0,up,1,1576291723118,185
16,0,left,1,1576291723334,1462
16,0,left,2,1576291724910,1332
16,0,left,3,1576291751228,123
16,0,left,4,1576291751381,215
16,0,left,2,1576291751656,149
16,0,left,1,1576291753250,862
17,0,left,1,1576288915268,1576
17,0,up,1,1576288917181,503
17,0,left,1,1576288917722,3239
18,0,left,1,1576291561393,1467
18,0,left,2,1576291563504,1087
18,0,left,3,1576291564661,399
18,0,left,4,1576291565107,572
18,0,left,2,1576291566932,227
18,0,up,1,1576291567193,665
18,0,left,3,1576291571394,1577
18,0,up,1,1576291573169,981
18,0,left,7,1576291574746,75
19,0,left,1,1576289784709,2015
19,0,up,1,1576289786973,1794
19,0,left,1,1576289789454,220
19,0,left,2,1576289789709,209
19,0,left,3,1576289790095,246
19,0,left,7,1576289793306,297
20,0,left,1,1576291829556,3879
20,0,left,2,1576291845868,1691
20,0,left,1,1576291892939,311
20,0,left,2,1576291893284,354
20,0,left,5,1576291894479,69
20,0,left,4,1576291894655,252
20,0,left,5,1576291895050,319
20,0,left,6,1576291895691,2227
20,0,left,4,1576291923324,305
20,0,left,5,1576291923754,343
