task_id,query_id,result_type,item_id,timestamp,duration
2,0,left,1,1576549848259,406
2,0,left,2,1576549849247,745
2,0,left,1,1576549851719,712
2,0,left,2,1576549856752,262
2,0,up,1,1576549857369,219
2,0,left,3,1576549858663,154
2,0,left,6,1576549859863,231
2,0,left,7,1576549862215,9
2,0,left,3,1576549863228,316
2,0,left,2,1576549863844,64
2,0,left,1,1576549864767,961
2,0,right,1,1576549866573,187
2,0,left,1,1576549870502,2682
2,0,left,2,1576549875803,260
2,0,left,3,1576549876740,111
2,0,left,2,1576549877215,178
2,0,left,4,1576549879272,91
2,0,left,5,1576549880495,655
2,0,left,6,1576549881855,152
2,0,left,5,1576549882204,750
2,0,left,6,1576550004909,200
2,0,left,7,1576550005431,247
2,0,left,9,1576550007161,57
2,0,left,12,1576550010480,469
2,0,bot,1,1576550085070,224
2,0,left,13,1576550085731,62
2,0,left,12,1576550086002,183
2,0,left,13,1576550086296,70
2,0,bot,1,1576550086549,97
2,0,left,12,1576550086932,106
2,0,left,11,1576550087074,131
2,0,left,13,1576550088032,284
2,0,right,1,1576550090815,271
2,0,left,1,1576550091276,178
3,0,left,1,1576548811942,1465
3,0,left,2,1576548815076,107
3,0,left,1,1576548815219,898
3,0,left,2,1576548819122,180
3,0,left,3,1576548820910,290
3,0,left,2,1576548821721,142
3,0,left,1,1576548822750,10
3,0,left,4,1576548823337,141
3,0,left,5,1576548824006,641
3,0,left,6,1576548828334,368
3,0,left,7,1576548830942,169
3,0,left,4,1576548837006,641
3,0,left,3,1576548837789,494
3,0,left,2,1576548838653,186
3,0,left,3,1576548838914,708
3,0,left,2,1576548839691,282
3,0,left,3,1576548850082,349
3,0,left,2,1576548850560,820
3,0,left,1,1576548851974,489
3,0,left,3,1576548853577,349
3,0,left,5,1576548854063,511
3,0,tupu,1,1576548859021,5613
3,0,right,2,1576548879500,422
3,0,right,1,1576548881700,152
3,0,left,2,1576548885335,67
3,0,left,3,1576548885832,39
3,0,left,4,1576548886294,117
3,0,left,5,1576548886498,59
3,0,left,6,1576548886975,314
3,0,left,7,1576548887514,222
3,0,left,9,1576548889590,86
3,0,left,10,1576548889797,365
3,0,left,14,1576548895663,642
3,0,left,12,1576548896596,467
3,0,left,11,1576548902307,459
3,0,left,10,1576548903691,41
3,0,left,9,1576548903814,601
3,0,left,6,1576548905240,230
3,0,left,8,1576548905694,69
3,0,left,5,1576548905907,599
3,0,left,4,1576548908854,190
3,0,left,5,1576548912672,295
3,0,left,9,1576548914606,546
3,0,left,10,1576548915592,159
3,0,left,11,1576548915888,281
3,0,bot,1,1576548916711,5703
3,0,left,13,1576548950370,353
4,0,left,1,1576552383445,187
4,0,left,2,1576552383972,103
4,0,left,1,1576552384863,380
4,0,up,1,1576552385804,163
4,0,left,1,1576552386140,110
4,0,up,1,1576552386460,401
4,0,left,1,1576552387336,177
4,0,left,2,1576552394712,120
4,0,left,4,1576552394983,34
4,0,left,6,1576552396565,62
4,0,left,9,1576552396778,177
4,0,left,1,1576552398178,239
5,0,left,1,1576549131573,2173
5,0,left,2,1576549147551,648
5,0,left,3,1576549148319,489
5,0,left,5,1576549152662,317
5,0,left,7,1576549157343,3065
5,0,left,8,1576549163190,590
5,0,left,9,1576549163889,113
5,0,left,8,1576549164076,252
5,0,left,7,1576549164471,144
5,0,left,8,1576549164762,148
5,0,left,7,1576549175388,620
5,0,left,3,1576549176598,28
5,0,left,2,1576549176693,188
5,0,left,1,1576549176958,1577
6,0,left,1,1576552667161,266
6,0,up,1,1576552667527,68
6,0,left,1,1576552667768,354
6,0,up,1,1576552669443,104
6,0,left,1,1576552670187,70
6,0,left,7,1576552677996,45
6,0,left,8,1576552678812,98
6,0,left,9,1576552680830,65
6,0,left,10,1576552681547,40
6,0,left,9,1576552682346,102
6,0,left,11,1576552683296,70
6,0,left,12,1576552685995,171
6,0,left,7,1576552688266,93
6,0,left,5,1576552688410,198
6,0,left,3,1576552688860,62
6,0,left,2,1576552690609,468
6,0,left,1,1576552692062,69
6,0,left,2,1576552692870,1090
6,0,up,1,1576552697734,66
6,0,left,1,1576552697866,135
6,0,up,1,1576552699742,315
6,0,left,1,1576552737502,143
7,0,left,1,1576550791801,337
7,0,left,2,1576550792578,175
7,0,left,1,1576550793651,248
7,0,left,2,1576550794079,599
9,0,left,1,1576552525913,853
9,0,up,1,1576552530470,68
9,0,left,2,1576552541193,127
9,0,left,1,1576552541896,82
9,0,left,2,1576552542020,120
9,0,left,3,1576552542420,186
9,0,left,2,1576552560047,142
9,0,left,3,1576552560456,58
9,0,left,5,1576552561562,283
9,0,left,4,1576552567121,37
9,0,left,3,1576552567271,129
