task_id,query_id,result_type,item_id,timestamp,duration
1,0,left,1,1577756369177,154
1,0,up,1,1577756369398,151
1,0,left,1,1577756369654,1690
1,0,left,2,1577756427060,258
1,0,left,3,1577756430848,216
1,0,left,5,1577756433914,42
1,0,left,6,1577756434128,415
1,0,left,5,1577756437424,88
1,0,left,4,1577756437677,123
1,0,left,5,1577756438302,124
1,0,left,4,1577756438520,482
1,0,left,3,1577756439291,85
2,0,left,1,1577758666042,559
2,0,left,2,1577758667012,187
2,0,left,1,1577758667503,65
2,0,left,2,1577758667696,414
2,0,left,1,1577758669006,257
2,0,left,2,1577758670305,87
2,0,left,1,1577758670890,1248
2,0,left,2,1577758676621,127
2,0,left,1,1577758677036,279
2,0,left,2,1577758678090,388
2,0,left,3,1577758683946,24
2,0,left,5,1577758685665,995
3,0,left,1,1577757115370,1433
3,0,left,2,1577757206782,1348
3,0,left,3,1577757215208,71
3,0,left,5,1577757221311,142
3,0,left,6,1577757225297,66
3,0,left,9,1577757227489,96
3,0,left,10,1577757227692,165
3,0,left,11,1577757228885,227
3,0,left,9,1577757232101,258
4,0,left,1,1577755690345,150
4,0,up,1,1577755690571,192
4,0,left,1,1577755691034,2174
4,0,left,2,1577755694296,457
4,0,left,3,1577755696240,607
4,0,left,4,1577755697144,194
4,0,left,6,1577755698077,146
4,0,left,7,1577755698832,165
4,0,left,8,1577755699077,272
4,0,left,7,1577755699472,39
4,0,left,9,1577755699577,179
4,0,left,10,1577755703232,17
4,0,left,12,1577755703325,344
4,0,left,10,1577755705328,250
4,0,left,9,1577755705839,994
4,0,left,7,1577755759520,242
4,0,left,8,1577755761345,335
4,0,left,9,1577755761762,236
4,0,left,10,1577755762117,427
4,0,left,9,1577755763348,465
4,0,left,10,1577755763971,321
4,0,left,9,1577755764632,78
4,0,left,10,1577755764748,234
4,0,left,12,1577755765070,302
4,0,left,11,1577755765524,353
4,0,left,12,1577755767176,84
5,0,left,1,1577757459032,2278
5,0,left,2,1577757492205,400
5,0,left,3,1577757495296,1285
5,0,left,4,1577757497494,242
5,0,left,3,1577757497775,415
5,0,left,4,1577757498535,400
5,0,left,5,1577757498974,114
5,0,left,4,1577757512495,126
5,0,left,5,1577757512658,160
5,0,left,3,1577757513030,62
5,0,left,6,1577757513373,246
5,0,left,7,1577757515538,2277
5,0,left,8,1577757532449,396
5,0,left,7,1577757533159,150
5,0,left,8,1577757533415,283
5,0,left,9,1577757533988,286
5,0,left,8,1577757534396,678
6,0,left,1,1577758417533,341
6,0,left,2,1577758418216,377
6,0,left,1,1577758418936,157
6,0,left,2,1577758419227,1853
6,0,left,1,1577758436720,3327
6,0,right,1,1577758444378,606
7,0,left,1,1577758002674,996
7,0,left,2,1577758003932,2019
7,0,left,3,1577758010838,128
8,0,left,1,1577755264709,2375
8,0,left,3,1577755272816,96
8,0,left,2,1577755272953,712
8,0,left,3,1577755274126,475
8,0,left,2,1577755274686,173
9,0,left,1,1577755000642,3558
9,0,up,1,1577755007628,127
9,0,left,1,1577755007838,1421
9,0,left,3,1577755061826,221
9,0,left,2,1577755063749,37
