task_id,query_id,event_idx,x,y,scrolly,timestamp,duration,event
1,0,6335,373,223,0.000000,1577344637353,275,Fixation
1,0,6335,373,223,0.000000,1577344637388,275,Fixation
1,0,6335,373,223,0.000000,1577344637422,275,Fixation
1,0,6335,373,223,0.000000,1577344637456,275,Fixation
1,0,6335,373,223,0.000000,1577344637491,275,Fixation
1,0,9350,300,282,0.000000,1577344637526,35,Saccade
1,0,6336,265,253,0.000000,1577344637561,176,Fixation
1,0,6336,265,253,0.000000,1577344637597,176,Fixation
1,0,6336,265,253,0.000000,1577344637632,176,Fixation
1,0,6336,265,253,0.000000,1577344637667,176,Fixation
1,0,6336,265,253,0.000000,1577344637702,176,Fixation
1,0,9351,161,195,0.000000,1577344637736,35,Saccade
1,0,6337,173,231,0.000000,1577344637771,139,Fixation
1,0,6337,173,231,0.000000,1577344637806,139,Fixation
1,0,6337,173,231,0.000000,1577344637841,139,Fixation
1,0,6337,173,231,0.000000,1577344637876,139,Fixation
1,0,9352,132,200,0.000000,1577344637911,105,Saccade
1,0,9352,155,235,0.000000,1577344637945,105,Saccade
1,0,9352,168,176,0.000000,1577344637980,105,Saccade
1,0,9353,146,134,0.000000,1577344638052,105,Saccade
1,0,9353,200,126,0.000000,1577344638087,105,Saccade
1,0,9353,178,169,0.000000,1577344638122,105,Saccade
1,0,6338,171,208,0.000000,1577344638157,71,Fixation
1,0,6338,171,208,0.000000,1577344638193,71,Fixation
1,0,9354,151,161,0.000000,1577344638228,212,Saccade
1,0,9354,149,249,0.000000,1577344638263,212,Saccade
1,0,9354,160,207,0.000000,1577344638297,212,Saccade
1,0,9354,169,263,0.000000,1577344638333,212,Saccade
1,0,9354,144,221,0.000000,1577344638369,212,Saccade
1,0,9354,280,216,0.000000,1577344638405,212,Saccade
1,0,6339,290,218,0.000000,1577344638440,141,Fixation
1,0,6339,290,218,0.000000,1577344638474,141,Fixation
1,0,6339,290,218,0.000000,1577344638510,141,Fixation
1,0,6339,290,218,0.000000,1577344638546,141,Fixation
1,0,9355,299,143,0.000000,1577344638581,107,Saccade
1,0,9355,264,245,0.000000,1577344638617,107,Saccade
1,0,9355,292,216,0.000000,1577344638652,107,Saccade
1,0,6340,290,209,0.000000,1577344638688,71,Fixation
1,0,6340,290,209,0.000000,1577344638723,71,Fixation
1,0,9356,331,237,0.000000,1577344638758,69,Saccade
1,0,9356,374,243,0.000000,1577344638793,69,Saccade
1,0,6341,376,238,0.000000,1577344638827,69,Fixation
1,0,6341,376,238,0.000000,1577344638862,69,Fixation
1,0,9357,324,162,0.000000,1577344638897,34,Saccade
1,0,9358,383,230,0.000000,1577344638965,69,Saccade
1,0,9358,283,264,0.000000,1577344638999,69,Saccade
1,0,9359,286,190,0.000000,1577344639068,70,Saccade
1,0,9359,198,296,0.000000,1577344639103,70,Saccade
1,0,6342,206,305,0.000000,1577344639138,140,Fixation
1,0,6342,206,305,0.000000,1577344639172,140,Fixation
1,0,6342,206,305,0.000000,1577344639208,140,Fixation
1,0,6342,206,305,0.000000,1577344639243,140,Fixation
1,0,9360,194,269,0.000000,1577344639278,35,Saccade
1,0,6343,196,260,0.000000,1577344639313,388,Fixation
1,0,6343,196,260,0.000000,1577344639348,388,Fixation
1,0,6343,196,260,0.000000,1577344639383,388,Fixation
1,0,6343,196,260,0.000000,1577344639419,388,Fixation
1,0,6343,196,260,0.000000,1577344639455,388,Fixation
1,0,6343,196,260,0.000000,1577344639490,388,Fixation
1,0,6343,196,260,0.000000,1577344639525,388,Fixation
1,0,6343,196,260,0.000000,1577344639560,388,Fixation
1,0,6343,196,260,0.000000,1577344639595,388,Fixation
1,0,6343,196,260,0.000000,1577344639630,388,Fixation
1,0,6343,196,260,0.000000,1577344639665,388,Fixation
1,0,9361,188,183,0.000000,1577344639701,143,Saccade
1,0,9361,282,263,0.000000,1577344639737,143,Saccade
1,0,9361,516,176,0.000000,1577344639772,143,Saccade
1,0,9361,483,217,0.000000,1577344639808,143,Saccade
1,0,6344,472,124,0.000000,1577344640116,69,Fixation
1,0,6344,472,124,0.000000,1577344640149,69,Fixation
1,0,9362,506,180,0.000000,1577344640174,32,Saccade
1,0,6345,530,212,0.000000,1577344640213,105,Fixation
1,0,6345,530,212,0.000000,1577344640246,105,Fixation
1,0,6345,530,212,0.000000,1577344640281,105,Fixation
1,0,9363,517,183,0.000000,1577344640315,153,Saccade
1,0,9363,520,241,0.000000,1577344640349,153,Saccade
1,0,9363,466,259,0.000000,1577344640384,153,Saccade
1,0,9363,191,433,0.000000,1577344640421,153,Saccade
1,0,6346,192,411,0.000000,1577344640481,488,Fixation
1,0,6346,192,411,0.000000,1577344640604,488,Fixation
1,0,6346,192,411,0.000000,1577344640717,488,Fixation
1,0,6346,192,411,0.000000,1577344640809,488,Fixation
1,0,6346,192,411,0.000000,1577344640855,488,Fixation
1,0,6346,192,411,0.000000,1577344640888,488,Fixation
1,0,6346,192,411,0.000000,1577344640922,488,Fixation
1,0,9364,232,414,0.000000,1577344640956,103,Saccade
1,0,9364,284,91,0.000000,1577344640990,103,Saccade
1,0,9364,291,141,0.000000,1577344641024,103,Saccade
1,0,6347,312,144,0.000000,1577344641059,135,Fixation
1,0,6347,312,144,0.000000,1577344641092,135,Fixation
1,0,6347,312,144,0.000000,1577344641126,135,Fixation
1,0,6347,312,144,0.000000,1577344641160,135,Fixation
1,0,9365,296,148,0.000000,1577344641194,33,Saccade
1,0,6348,290,143,0.000000,1577344641226,66,Fixation
1,0,6348,290,143,0.000000,1577344641260,66,Fixation
1,0,9366,178,182,0.000000,1577344641292,134,Saccade
1,0,9366,158,80,0.000000,1577344641327,134,Saccade
1,0,9366,184,134,0.000000,1577344641360,134,Saccade
1,0,9366,162,167,0.000000,1577344641393,134,Saccade
1,0,6349,146,175,0.000000,1577344641427,102,Fixation
1,0,6349,146,175,0.000000,1577344641461,102,Fixation
1,0,6349,146,175,0.000000,1577344641495,102,Fixation
1,0,9367,124,143,0.000000,1577344641530,70,Saccade
1,0,9367,150,184,0.000000,1577344641565,70,Saccade
1,0,9368,150,134,0.000000,1577344641634,35,Saccade
1,0,9369,144,187,0.000000,1577344641705,36,Saccade
1,0,6350,152,167,0.000000,1577344641741,286,Fixation
1,0,6350,152,167,0.000000,1577344641777,286,Fixation
1,0,6350,152,167,0.000000,1577344641812,286,Fixation
1,0,6350,152,167,0.000000,1577344641847,286,Fixation
1,0,6350,152,167,0.000000,1577344641883,286,Fixation
1,0,6350,152,167,0.000000,1577344641919,286,Fixation
1,0,6350,152,167,0.000000,1577344641955,286,Fixation
1,0,6350,152,167,0.000000,1577344641991,286,Fixation
1,0,9370,171,238,0.000000,1577344642027,72,Saccade
1,0,9370,120,173,0.000000,1577344642063,72,Saccade
1,0,9371,143,194,0.000000,1577344642137,37,Saccade
1,0,6351,127,172,0.000000,1577344642173,72,Fixation
1,0,6351,127,172,0.000000,1577344642209,72,Fixation
1,0,9372,97,229,0.000000,1577344642245,36,Saccade
1,0,6352,117,212,0.000000,1577344642280,72,Fixation
1,0,6352,117,212,0.000000,1577344642316,72,Fixation
1,0,9373,97,157,0.000000,1577344642352,36,Saccade
1,0,6353,113,171,0.000000,1577344642388,107,Fixation
1,0,6353,113,171,0.000000,1577344642424,107,Fixation
1,0,6353,113,171,0.000000,1577344642460,107,Fixation
1,0,9374,155,351,0.000000,1577344642495,141,Saccade
1,0,9374,139,282,0.000000,1577344642530,141,Saccade
1,0,9374,175,330,0.000000,1577344642564,141,Saccade
1,0,9374,135,277,0.000000,1577344642600,141,Saccade
1,0,9375,162,260,0.000000,1577344642671,36,Saccade
1,0,9376,289,227,0.000000,1577344642743,35,Saccade
1,0,9377,263,135,0.000000,1577344642814,215,Saccade
1,0,9377,278,205,0.000000,1577344642850,215,Saccade
1,0,9377,258,132,0.000000,1577344642886,215,Saccade
1,0,9377,224,210,0.000000,1577344642922,215,Saccade
1,0,9377,220,165,0.000000,1577344642958,215,Saccade
1,0,9377,179,181,0.000000,1577344642993,215,Saccade
1,0,9378,200,245,0.000000,1577344643063,34,Saccade
1,0,6354,198,206,0.000000,1577344643096,139,Fixation
1,0,6354,198,206,0.000000,1577344643131,139,Fixation
