task_id,query_id,result_type,item_id,timestamp,duration
1,0,left,1,1577257939771,2380
1,0,left,2,1577257942836,457
1,0,left,1,1577257943401,563
1,0,left,2,1577257944035,948
1,0,left,3,1577257953227,16
1,0,left,2,1577257954322,934
1,0,left,5,1577257956595,238
1,0,left,7,1577257957987,705
1,0,left,8,1577257959723,2245
1,0,left,10,1577257974559,1031
1,0,left,12,1577257975821,116
1,0,left,13,1577257978003,263
1,0,left,12,1577257978370,198
1,0,left,13,1577257979636,192
1,0,left,15,1577257981595,498
1,0,bot,1,1577257983618,333
1,0,left,14,1577257999743,76
1,0,bot,1,1577258000187,693
1,0,left,15,1577258007491,344
1,0,left,14,1577258007939,688
1,0,bot,1,1577258024099,188
1,0,left,15,1577258046897,119
1,0,left,14,1577258047089,108
2,0,left,1,1577259954258,815
2,0,up,1,1577259955351,453
2,0,left,2,1577259955915,719
2,0,left,1,1577259959538,206
2,0,left,2,1577259960852,250
2,0,left,3,1577259961636,1715
2,0,left,2,1577259964477,462
2,0,left,4,1577259967774,505
2,0,left,3,1577259968314,2010
2,0,left,5,1577259984932,385
2,0,left,7,1577259986165,161
2,0,left,9,1577259987469,31
2,0,left,12,1577259987696,158
2,0,left,13,1577259988962,429
2,0,left,12,1577259989601,1175
2,0,bot,1,1577260022399,3221
2,0,left,13,1577260068974,280
2,0,left,12,1577260069391,170
2,0,bot,1,1577260070337,325
2,0,left,6,1577260071065,745
2,0,left,5,1577260072301,325
2,0,left,2,1577260072731,470
2,0,left,1,1577260073562,2319
3,0,left,1,1577261070531,634
3,0,left,2,1577261071995,355
3,0,left,1,1577261072561,1448
3,0,up,1,1577261084681,69
3,0,left,2,1577261084958,173
3,0,left,4,1577261086700,124
3,0,left,5,1577261086898,134
3,0,left,6,1577261089113,64
3,0,left,7,1577261090469,7
3,0,left,9,1577261090663,179
3,0,left,6,1577261091701,1892
4,0,left,1,1577260368738,2635
4,0,left,2,1577260372220,175
4,0,left,1,1577260372537,937
4,0,left,2,1577260398259,102
5,0,left,1,1577259189940,1408
5,0,left,2,1577259191744,619
5,0,left,1,1577259198194,215
5,0,left,3,1577259198479,688
5,0,left,4,1577259199328,46
5,0,left,3,1577259199513,938
5,0,left,4,1577259200592,488
5,0,left,3,1577259201186,1166
5,0,left,5,1577259206660,251
5,0,left,6,1577259206975,2171
5,0,left,7,1577259222742,575
6,0,left,2,1577259364362,128
6,0,left,1,1577259364598,564
6,0,left,2,1577259365375,927
6,0,left,3,1577259370386,291
6,0,left,4,1577259371156,62
6,0,left,6,1577259371351,35
6,0,left,5,1577259372476,65
6,0,left,3,1577259372883,192
6,0,left,7,1577259374184,161
6,0,left,9,1577259376066,28
6,0,left,12,1577259376305,173
6,0,left,11,1577259376512,174
6,0,left,12,1577259377219,70
6,0,bot,1,1577259377530,109
6,0,left,12,1577259377731,66
6,0,left,8,1577259378181,40
6,0,left,6,1577259378331,31
6,0,left,5,1577259378631,243
6,0,left,3,1577259380580,162
6,0,left,2,1577259382588,46
6,0,left,1,1577259382779,368
6,0,left,5,1577259387677,140
6,0,left,10,1577259388194,57
6,0,left,11,1577259388403,181
6,0,left,10,1577259391443,161
6,0,left,8,1577259392483,130
6,0,left,3,1577259392892,496
6,0,left,1,1577259393466,525
6,0,up,1,1577259394051,639
6,0,left,1,1577259394788,775
6,0,up,1,1577259397049,819
6,0,left,1,1577259398040,396
6,0,up,1,1577259398473,1314
9,0,left,1,1577258200862,1736
9,0,left,2,1577258204209,349
9,0,left,3,1577258206970,149
9,0,left,5,1577258208503,122
9,0,left,6,1577258210851,171
9,0,left,8,1577258212291,153
9,0,left,7,1577258212794,251
9,0,left,8,1577258213258,536
9,0,left,7,1577258214264,243
9,0,left,9,1577258215062,647
9,0,left,10,1577258221199,162
9,0,left,9,1577258221615,1176
9,0,left,11,1577258230734,259
9,0,left,12,1577258231228,208
9,0,left,13,1577258235443,3
9,0,left,14,1577258235721,572
9,0,left,13,1577258236589,79
9,0,left,14,1577258236975,107
9,0,left,13,1577258237536,491
9,0,left,14,1577258238256,945
9,0,left,16,1577258247071,755
9,0,bot,1,1577258248761,3102
9,0,left,15,1577258287040,324
9,0,bot,1,1577258287613,246
10,0,left,1,1577256692943,3032
10,0,up,1,1577256697242,140
10,0,left,1,1577256697989,67
10,0,left,2,1577256698136,927
10,0,left,1,1577256699481,1365
10,0,left,3,1577256747815,350
10,0,left,4,1577256748779,496
10,0,left,6,1577256752395,716
10,0,left,7,1577256753219,1431
10,0,left,6,1577256769710,345
